step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
583,TRANSFER,135100.36,C126999863,135100.36,0.0,C1842013922,0.0,0.0,1
604,TRANSFER,714218.48,C454938739,714218.48,0.0,C482986731,0.0,0.0,1
614,TRANSFER,281087.01,C745740843,281087.01,0.0,C2110645655,0.0,0.0,1
245,CASH_OUT,688034.32,C1899112763,688034.32,0.0,C362018196,0.0,688034.32,1
87,CASH_OUT,114339.1,C183849466,114339.1,0.0,C1798936808,41413.23,155752.33,1
91,CASH_OUT,921668.95,C1505563519,921668.95,0.0,C863042157,96395.54,1018064.5,1
656,TRANSFER,9468064.05,C554608123,9468064.05,0.0,C532377290,0.0,0.0,1
694,CASH_OUT,292815.44,C1412325787,292815.44,0.0,C1720512155,0.0,292815.44,1
279,CASH_OUT,231161.48,C1416902922,231161.48,0.0,C103115426,0.0,231161.48,1
145,CASH_OUT,3572736.74,C1733969838,3572736.74,0.0,C1915229733,1362451.86,4935188.59,1
52,TRANSFER,7484125.12,C1486116303,7484125.12,0.0,C398541118,0.0,0.0,1
160,TRANSFER,10000000.0,C313051938,37670038.08,27670038.08,C2055653883,0.0,0.0,1
54,TRANSFER,438224.6,C163085808,438224.6,0.0,C652285552,0.0,0.0,1
386,TRANSFER,10000000.0,C1499124218,21975271.77,11975271.77,C430952051,0.0,0.0,1
554,TRANSFER,9421856.87,C476581036,9421856.87,0.0,C919579772,0.0,0.0,1
673,CASH_OUT,145067.24,C980295084,145067.24,0.0,C1347498132,1415212.22,1560279.46,1
625,CASH_OUT,20278.62,C1747133660,20278.62,0.0,C1277670542,12454.77,32733.39,1
18,TRANSFER,11481.0,C370107492,11481.0,0.0,C1680789799,0.0,263492.28,1
354,CASH_OUT,375419.35,C273275190,375419.35,0.0,C997789760,269939.49,645358.83,1
605,CASH_OUT,269692.53,C165949141,269692.53,0.0,C895796754,2248741.77,2518434.3,1
161,TRANSFER,1336901.11,C1039450195,1336901.11,0.0,C221111810,0.0,0.0,1
405,TRANSFER,70382.18,C809677827,70382.18,0.0,C87092424,0.0,0.0,1
118,TRANSFER,167963.64,C994847262,167963.64,0.0,C1096030644,0.0,0.0,1
108,CASH_OUT,566142.89,C501067498,566142.89,0.0,C2079441909,1344558.46,1910701.34,1
497,CASH_OUT,141586.27,C1263320654,141586.27,0.0,C135650185,0.0,141586.27,1
42,TRANSFER,36359.57,C1167233065,36359.57,0.0,C528250681,0.0,0.0,1
485,TRANSFER,1425802.24,C899490900,1425802.24,0.0,C1200745570,0.0,0.0,1
5,CASH_OUT,120074.73,C1174000532,120074.73,0.0,C410033330,0.0,120074.73,1
737,CASH_OUT,190100.29,C2010561147,190100.29,0.0,C493481866,848487.62,1038587.91,1
2,CASH_OUT,1096187.24,C77163673,1096187.24,0.0,C644345897,0.0,1096187.24,1
639,TRANSFER,711932.67,C1372327870,711932.67,0.0,C608537873,0.0,0.0,1
223,TRANSFER,468446.77,C1278233953,468446.77,0.0,C1583808597,0.0,0.0,1
169,CASH_OUT,310712.71,C1052841054,310712.71,0.0,C1814696637,0.0,310712.71,1
82,TRANSFER,10000000.0,C1237313447,10987591.59,987591.59,C1468356154,0.0,0.0,1
173,TRANSFER,2177218.43,C1302526975,2177218.43,0.0,C595351088,0.0,0.0,1
596,TRANSFER,434401.5,C1025875217,434401.5,0.0,C918049082,0.0,0.0,1
92,TRANSFER,271908.4,C1340312777,271908.4,0.0,C863062485,0.0,0.0,1
37,CASH_OUT,5979556.06,C1240594546,5979556.06,0.0,C579897687,0.0,5979556.06,1
704,CASH_OUT,672812.53,C1360389351,672812.53,0.0,C1009791419,0.0,672812.53,1
569,TRANSFER,2561698.04,C639357129,2561698.04,0.0,C179997962,0.0,0.0,1
149,CASH_OUT,172510.95,C1961658311,172510.95,0.0,C430727809,590592.52,763103.47,1
468,TRANSFER,155926.42,C161250720,155926.42,0.0,C314194629,0.0,0.0,1
386,CASH_OUT,1975271.77,C1391941558,1975271.77,0.0,C1943513449,442672.29,2417944.06,1
594,CASH_OUT,217357.58,C543137338,217357.58,0.0,C1467736806,8844811.88,9062169.46,1
481,TRANSFER,20296.68,C1415686677,20296.68,0.0,C384177810,0.0,0.0,1
568,CASH_OUT,32521.24,C2134024588,32521.24,0.0,C492914405,327985.18,360506.42,1
257,TRANSFER,211186.03,C1782191241,211186.03,0.0,C1635501277,0.0,0.0,1
691,CASH_OUT,116636.06,C1536790025,116636.06,0.0,C1430191148,0.0,116636.06,1
373,TRANSFER,112835.43,C1846913649,112835.43,0.0,C963685375,0.0,0.0,1
121,TRANSFER,254440.83,C339904211,254440.83,0.0,C2120724538,0.0,0.0,1
221,TRANSFER,684174.46,C767035250,684174.46,0.0,C870958103,0.0,0.0,1
187,TRANSFER,7196174.56,C2146618198,7196174.56,0.0,C1901906276,0.0,0.0,1
559,CASH_OUT,127564.33,C471097879,127564.33,0.0,C312345,272123.54,399687.88,1
425,TRANSFER,10000000.0,C1756917426,29585040.37,19585040.37,C1192036077,0.0,0.0,1
307,TRANSFER,1749325.14,C1343086585,1749325.14,0.0,C256353022,0.0,0.0,1
495,CASH_OUT,987470.17,C1138417563,987470.17,0.0,C1647906907,0.0,987470.17,1
709,CASH_OUT,242296.17,C657317205,242296.17,0.0,C144113427,0.0,242296.17,1
409,CASH_OUT,377096.39,C563591583,377096.39,0.0,C970254798,0.0,377096.39,1
674,TRANSFER,932922.6,C612277580,932922.6,0.0,C1507701948,0.0,0.0,1
519,TRANSFER,105491.11,C1390328972,105491.11,0.0,C849805012,0.0,0.0,1
558,CASH_OUT,316877.85,C314495113,316877.85,0.0,C2019920995,0.0,316877.85,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1
718,CASH_OUT,376639.05,C735977,376639.05,0.0,C1843653011,0.0,376639.05,1
232,CASH_OUT,33302.96,C601045727,33302.96,0.0,C2098386124,0.0,33302.96,1
731,TRANSFER,302227.56,C648990331,302227.56,0.0,C1204258741,0.0,0.0,1
496,TRANSFER,766151.45,C2014325113,766151.45,0.0,C432435900,0.0,0.0,1
710,TRANSFER,7418265.31,C1908904298,7418265.31,0.0,C646426738,0.0,0.0,1
712,TRANSFER,344886.44,C333316191,344886.44,0.0,C320679459,0.0,0.0,1
297,CASH_OUT,3105902.49,C239028627,3105902.49,0.0,C836881979,2966634.88,6072537.37,1
444,TRANSFER,408864.84,C1831363253,408864.84,0.0,C2045273924,0.0,0.0,1
664,CASH_OUT,5652739.69,C90885996,5652739.69,0.0,C477262059,1662631.92,7315371.62,1
373,CASH_OUT,152314.49,C1045010197,152314.49,0.0,C1827976569,144953.35,297267.84,1
61,TRANSFER,1735466.52,C182416415,1735466.52,0.0,C180492809,0.0,0.0,1
357,CASH_OUT,251199.91,C624684299,251199.91,0.0,C1596268050,0.0,251199.91,1
695,TRANSFER,665676.43,C53387577,665676.43,0.0,C1328394120,0.0,0.0,1
624,CASH_OUT,10000000.0,C689619787,10000000.0,0.0,C1481530015,24439.23,10024439.23,1
584,CASH_OUT,645135.6,C838054431,645135.6,0.0,C371291592,162359.56,807495.15,1
624,TRANSFER,2626957.79,C723019595,2626957.79,0.0,C296287576,0.0,0.0,1
15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,1
66,CASH_OUT,813133.35,C952177952,813133.35,0.0,C884699340,0.0,813133.35,1
564,CASH_OUT,55828.87,C1170472326,55828.87,0.0,C836514563,0.0,55828.87,1
328,CASH_OUT,342120.59,C870356100,342120.59,0.0,C1052706087,136141.99,487983.3,1
226,TRANSFER,195708.55,C856130608,195708.55,0.0,C1715093680,0.0,0.0,1
249,CASH_OUT,12855.05,C1549789075,12855.05,0.0,C255083799,2753536.73,2766391.78,1
279,CASH_OUT,601222.02,C158423386,601222.02,0.0,C1536033650,0.0,601222.02,1
581,CASH_OUT,414153.16,C1882912047,414153.16,0.0,C845050993,379431.75,793584.91,1
405,TRANSFER,2740879.15,C1775580519,2740879.15,0.0,C2136505452,0.0,0.0,1
392,TRANSFER,2887744.35,C384434585,2887744.35,0.0,C1114261385,0.0,0.0,1
164,CASH_OUT,1627389.26,C2091263161,1627389.26,0.0,C1535844228,327368.64,2039219.38,1
355,CASH_OUT,3592596.97,C1645091760,3592596.97,0.0,C504240309,1512703.69,5105300.66,1
658,TRANSFER,8730600.58,C1419011226,8730600.58,0.0,C150488099,0.0,0.0,1
657,CASH_OUT,2333929.91,C1995017402,2333929.91,0.0,C1613053666,14968753.24,17302683.16,1
567,CASH_OUT,175203.45,C1731825076,175203.45,0.0,C1046160944,2735776.45,2910979.9,1
365,CASH_OUT,3244067.13,C1149220913,3244067.13,0.0,C771492028,94273.57,3338340.7,1
563,TRANSFER,1565621.39,C1835277194,1565621.39,0.0,C372825955,0.0,0.0,1
456,CASH_OUT,4017972.88,C826677509,4017972.88,0.0,C1483869567,0.0,4017972.88,1
306,TRANSFER,10000000.0,C108630257,10850530.59,850530.59,C1865083017,0.0,0.0,1
133,TRANSFER,57512.29,C199493859,57512.29,0.0,C1845834519,0.0,0.0,1
485,TRANSFER,2755588.11,C600644430,2755588.11,0.0,C1183535106,0.0,0.0,1
249,CASH_OUT,4720554.95,C842658651,4720554.95,0.0,C318179364,222987.58,4943542.53,1
269,TRANSFER,32527.0,C1930526816,32527.0,0.0,C1608920091,0.0,0.0,1
379,TRANSFER,284000.25,C1797578392,284000.25,0.0,C27924334,0.0,0.0,1
702,TRANSFER,10000000.0,C523152614,13171085.59,3171085.59,C1115935121,0.0,0.0,1
728,CASH_OUT,119143.75,C1983324612,119143.75,0.0,C1263469506,131451.57,250595.32,1
161,TRANSFER,8720558.46,C582011779,8720558.46,0.0,C1801176562,0.0,0.0,1
66,TRANSFER,2096634.43,C1735799250,2096634.43,0.0,C106378482,0.0,0.0,1
609,TRANSFER,112363.33,C1783698648,112363.33,0.0,C1902434335,0.0,0.0,1
86,TRANSFER,10000000.0,C1843531771,18931607.89,8931607.89,C632110164,0.0,0.0,1
575,TRANSFER,130479.52,C1416504938,130479.52,0.0,C1838587779,0.0,0.0,1
398,TRANSFER,5618179.9,C1730928931,5618179.9,0.0,C1461831726,0.0,0.0,1
91,CASH_OUT,28308.97,C1851254039,28308.97,0.0,C1151857075,0.0,28308.97,1
685,CASH_OUT,10000000.0,C1981814103,10000000.0,0.0,C1037865562,56142.18,10056142.18,1
449,TRANSFER,1965786.11,C635739031,1965786.11,0.0,C829764239,0.0,0.0,1
237,TRANSFER,1503034.86,C1190914474,1503034.86,0.0,C984823123,0.0,0.0,1
729,CASH_OUT,90026.9,C157425928,90026.9,0.0,C1303144727,339171.02,429197.92,1
55,CASH_OUT,109028.8,C1835596211,109028.8,0.0,C1502942700,674110.57,783139.37,1
568,TRANSFER,2747.85,C1726916988,2747.85,0.0,C1871680128,0.0,0.0,1
151,CASH_OUT,113614.57,C605744517,113614.57,0.0,C839259296,786701.6,900316.17,1
4,TRANSFER,13707.11,C17222024,13707.11,0.0,C410033330,0.0,0.0,1
396,CASH_OUT,59996.12,C690114477,59996.12,0.0,C543599134,0.0,59996.12,1
677,CASH_OUT,10000000.0,C1896858408,10000000.0,0.0,C952858643,1622330.57,11622330.57,1
461,TRANSFER,1028284.82,C469537628,1028284.82,0.0,C161770106,0.0,0.0,1
482,TRANSFER,37831.15,C1162461767,37831.15,0.0,C1883074444,0.0,0.0,1
116,TRANSFER,12477.96,C250439080,12477.96,0.0,C225968166,0.0,0.0,1
695,CASH_OUT,665676.43,C70707388,665676.43,0.0,C1606093829,0.0,665676.43,1
698,TRANSFER,1242226.78,C2110278215,1242226.78,0.0,C749611151,0.0,0.0,1
586,TRANSFER,10000000.0,C1979114980,30353874.22,20353874.22,C617558864,0.0,0.0,1
152,CASH_OUT,102945.99,C1847949987,102945.99,0.0,C1663207814,2276404.45,2379350.44,1
568,CASH_OUT,30790.13,C642401754,30790.13,0.0,C1650668671,148453.03,179243.16,1
17,TRANSFER,195351.76,C1420261366,195351.76,0.0,C639808302,0.0,0.0,1
272,CASH_OUT,177022.52,C255226263,177022.52,0.0,C670534331,769094.97,946117.49,1
501,CASH_OUT,705647.68,C197049364,705647.68,0.0,C523103800,0.0,705647.68,1
62,CASH_OUT,722380.88,C207317063,722380.88,0.0,C1419788780,331969.08,1054349.95,1
32,CASH_OUT,604933.67,C1085892947,604933.67,0.0,C1138178950,35839.7,640773.38,1
183,CASH_OUT,5566.14,C1626151381,5566.14,0.0,C567898668,0.0,5566.14,1
511,TRANSFER,150929.12,C421782533,150929.12,0.0,C2098308110,0.0,0.0,1
494,CASH_OUT,7078157.11,C151517061,7078157.11,0.0,C51144678,6398391.47,13476548.58,1
74,TRANSFER,1311150.9,C1492220840,1311150.9,0.0,C839360691,0.0,0.0,1
308,CASH_OUT,178180.03,C455134566,178180.03,0.0,C790415785,114156.1,292336.13,1
249,CASH_OUT,56847.17,C352513989,56847.17,0.0,C1452040424,90721.64,147568.81,1
140,TRANSFER,649968.87,C1136009119,649968.87,0.0,C864356085,0.0,0.0,1
501,CASH_OUT,1254775.16,C250375030,1254775.16,0.0,C826954839,105384.01,1360159.18,1
624,CASH_OUT,24366.07,C1479830551,24366.07,0.0,C956072695,8949.48,33315.54,1
690,TRANSFER,3574316.05,C1370421735,3574316.05,0.0,C1314506376,0.0,0.0,1
557,TRANSFER,111467.61,C1661252377,111467.61,0.0,C948382009,0.0,0.0,1
398,TRANSFER,10000000.0,C14368419,25618179.9,15618179.9,C1000868784,0.0,0.0,1
572,CASH_OUT,1351104.53,C1272694533,1351104.53,0.0,C2033398218,0.0,1351104.53,1
160,CASH_OUT,1697093.54,C657858673,1697093.54,0.0,C1591408637,248234.32,1945327.86,1
447,CASH_OUT,155121.58,C1937221024,155121.58,0.0,C176494011,439557.76,594679.34,1
629,TRANSFER,7922.98,C329603302,7922.98,0.0,C1896146009,0.0,0.0,1
184,TRANSFER,73486.8,C1621868910,73486.8,0.0,C80114105,0.0,0.0,1
473,CASH_OUT,70239.81,C867506541,70239.81,0.0,C1424690592,255444.42,325684.23,1
204,CASH_OUT,79938.47,C1076544980,79938.47,0.0,C1266885726,0.0,79938.47,1
733,CASH_OUT,105903.18,C2086760344,105903.18,0.0,C1155351357,350240.31,456143.49,1
523,CASH_OUT,5999376.79,C2134635077,5999376.79,0.0,C1893331060,197460.17,6196836.96,1
218,CASH_OUT,61470.02,C1521065276,61470.02,0.0,C1756737753,4118329.74,4179799.77,1
383,CASH_OUT,106601.15,C1647085354,106601.15,0.0,C113727992,2361916.89,2468518.04,1
24,CASH_OUT,986876.27,C1896884992,986876.27,0.0,C309078889,57853.96,1044730.24,1
713,TRANSFER,4130371.73,C589050166,4130371.73,0.0,C2115142048,0.0,0.0,1
193,CASH_OUT,660746.19,C1149059890,660746.19,0.0,C777809380,935791.84,1596538.03,1
454,CASH_OUT,1172700.63,C506025543,1172700.63,0.0,C339280589,202614.09,1375314.72,1
650,CASH_OUT,1264551.38,C1956698065,1264551.38,0.0,C1464410535,0.0,1264551.38,1
254,TRANSFER,653949.74,C747760381,653949.74,0.0,C2069990042,0.0,0.0,1
638,TRANSFER,134293.12,C1081458588,134293.12,0.0,C633958769,0.0,0.0,1
349,TRANSFER,977805.62,C1276671609,977805.62,0.0,C1381797613,0.0,0.0,1
162,TRANSFER,436906.22,C1270175707,436906.22,0.0,C524442031,0.0,0.0,1
561,CASH_OUT,2763025.35,C1978450840,2763025.35,0.0,C1939942308,74021.98,2837047.33,1
259,TRANSFER,1950373.54,C1584301839,1950373.54,0.0,C1727119878,0.0,0.0,1
274,CASH_OUT,982414.06,C281479258,982414.06,0.0,C1702975,536.68,982950.73,1
257,CASH_OUT,230204.96,C1587006115,230204.96,0.0,C1968237012,7435177.23,7665382.19,1
357,TRANSFER,484493.06,C1001502110,484493.06,0.0,C1201215957,0.0,0.0,1
271,TRANSFER,5926745.36,C393546828,5926745.36,0.0,C516790131,0.0,0.0,1
58,CASH_OUT,456745.18,C325643180,456745.18,0.0,C1138806458,0.0,456745.18,1
562,CASH_OUT,8770.06,C1583865151,8770.06,0.0,C2053590149,0.0,8770.06,1
21,CASH_OUT,158299.34,C179332971,158299.34,0.0,C631110333,36152.54,271369.74,1
596,CASH_OUT,381247.3,C611134778,381247.3,0.0,C686935058,392496.79,773744.09,1
541,CASH_OUT,5512595.16,C1173792039,5512595.16,0.0,C1068264990,201581.65,5714176.82,1
400,TRANSFER,460689.45,C1590287845,460689.45,0.0,C1509813077,0.0,0.0,1
109,TRANSFER,126375.17,C83653019,126375.17,0.0,C1418842986,0.0,0.0,1
388,CASH_OUT,20393.12,C1044518032,20393.12,0.0,C1479987881,293446.62,313839.74,1
15,TRANSFER,164500.81,C1761347420,164500.81,0.0,C383804904,0.0,0.0,1
203,TRANSFER,466580.69,C1631478680,466580.69,0.0,C1835027188,0.0,0.0,1
282,TRANSFER,481.9,C2008721842,481.9,0.0,C1886648323,0.0,0.0,1
645,TRANSFER,326250.51,C193546785,326250.51,0.0,C214988457,0.0,0.0,1
551,TRANSFER,150924.76,C1104531414,150924.76,0.0,C1502819168,0.0,0.0,1
338,CASH_OUT,119443.3,C238556595,119443.3,0.0,C1892138777,890204.05,1009647.35,1
100,CASH_OUT,28871.9,C475065631,28871.9,0.0,C1078858029,500205.51,529077.41,1
133,CASH_OUT,16274.51,C1372185413,16274.51,0.0,C128567298,44245.22,60519.73,1
108,TRANSFER,7060216.94,C1821246962,7060216.94,0.0,C1379131960,0.0,0.0,1
436,TRANSFER,539658.73,C1496866222,539658.73,0.0,C2010123268,0.0,0.0,1
85,TRANSFER,167679.27,C108588868,167679.27,0.0,C944240643,0.0,0.0,1
699,CASH_OUT,148714.54,C1745419959,148714.54,0.0,C1737815990,0.0,148714.54,1
208,TRANSFER,1128579.71,C1962368245,1128579.71,0.0,C715458318,0.0,0.0,1
632,CASH_OUT,480404.03,C6427083,480404.03,0.0,C1751510346,40564.78,520968.81,1
22,CASH_OUT,89571.46,C1022920965,4505.6,0.0,C1460548505,1929428.01,2018999.47,1
330,CASH_OUT,9198459.96,C1904629487,9198459.96,0.0,C1741955070,258747.84,15173859.31,1
680,TRANSFER,10000000.0,C23027348,12651994.1,2651994.1,C1188014046,0.0,0.0,1
67,TRANSFER,42513.08,C2009003297,42513.08,0.0,C1459842129,0.0,0.0,1
327,CASH_OUT,1076518.28,C404387463,1076518.28,0.0,C851327636,2451179.2,3527697.48,1
30,TRANSFER,109401.88,C2037269206,109401.88,0.0,C337579043,0.0,0.0,1
35,CASH_OUT,136983.26,C1036592129,136983.26,0.0,C133256042,0.0,136983.26,1
251,CASH_OUT,345425.57,C1514359401,345425.57,0.0,C648222182,208488.9,553914.47,1
386,CASH_OUT,1500582.08,C869621048,1500582.08,0.0,C1722207907,24882357.62,26382939.7,1
237,TRANSFER,3924102.18,C344359156,3924102.18,0.0,C1708707330,0.0,0.0,1
659,CASH_OUT,1423627.83,C780642333,1423627.83,0.0,C320130063,0.0,1423627.83,1
406,CASH_OUT,106596.14,C1914252459,106596.14,0.0,C107263754,0.0,106596.14,1
367,TRANSFER,362672.57,C903484940,362672.57,0.0,C1036408252,0.0,0.0,1
385,CASH_OUT,868004.62,C1857489498,868004.62,0.0,C1695916272,0.0,868004.62,1
632,TRANSFER,82209.71,C2014216295,82209.71,0.0,C2066467731,0.0,0.0,1
379,CASH_OUT,36942.13,C752396851,36942.13,0.0,C308869355,31565.8,68507.93,1
625,TRANSFER,2480321.85,C1189052930,2480321.85,0.0,C1217650717,0.0,0.0,1
570,TRANSFER,1131750.38,C2117251684,1131750.38,0.0,C1002454874,0.0,0.0,1
380,TRANSFER,3070709.95,C739766096,3070709.95,0.0,C2100602462,0.0,0.0,1
298,CASH_OUT,40043.74,C1344634344,40043.74,0.0,C1675764449,1462828.02,1502871.76,1
84,TRANSFER,39379.45,C1110566935,39379.45,0.0,C1210547818,0.0,0.0,1
722,CASH_OUT,3071270.72,C1272560847,3071270.72,0.0,C116742531,153082.28,3224353.0,1
685,CASH_OUT,4886423.05,C1572906420,4886423.05,0.0,C288685482,0.0,4886423.05,1
689,TRANSFER,49492.39,C865443324,49492.39,0.0,C881927745,0.0,0.0,1
475,TRANSFER,29611.08,C1481115689,29611.08,0.0,C370888897,0.0,0.0,1
536,TRANSFER,232565.37,C1429695579,232565.37,0.0,C1381280025,0.0,0.0,1
733,TRANSFER,438859.1,C482285608,438859.1,0.0,C1495765075,0.0,0.0,1
379,TRANSFER,8317724.27,C2084166173,8317724.27,0.0,C1399946131,0.0,0.0,1
414,TRANSFER,3285475.4,C1469626651,3285475.4,0.0,C1664358015,0.0,0.0,1
272,TRANSFER,1061353.33,C1550662745,1061353.33,0.0,C1094321538,0.0,0.0,1
107,TRANSFER,418691.02,C1854590782,418691.02,0.0,C177484937,0.0,0.0,1
406,TRANSFER,669627.43,C1357770570,669627.43,0.0,C1491918880,0.0,0.0,1
489,CASH_OUT,177925.98,C1173355296,177925.98,0.0,C265276524,70857.67,248783.65,1
33,CASH_OUT,6648389.9,C1612816859,6648389.9,0.0,C836514715,2609209.55,9257599.45,1
420,CASH_OUT,341956.42,C865099324,341956.42,0.0,C1895897048,2191293.04,2533249.45,1
296,CASH_OUT,10000000.0,C1814200711,10000000.0,0.0,C270577353,920463.99,10920463.99,1
299,CASH_OUT,935790.41,C2009627965,935790.41,0.0,C1708248220,2889033.29,3824823.7,1
629,CASH_OUT,1051018.15,C1501559955,1051018.15,0.0,C1221134387,0.0,1051018.15,1
552,TRANSFER,492003.04,C1070629899,492003.04,0.0,C167129695,0.0,0.0,1
306,CASH_OUT,2052851.64,C2044685006,2052851.64,0.0,C1035537848,2785850.47,4838702.12,1
706,CASH_OUT,934590.45,C383644087,934590.45,0.0,C628228012,981576.29,1916166.73,1
443,TRANSFER,1795622.71,C699874957,1795622.71,0.0,C2123434459,0.0,0.0,1
698,CASH_OUT,1242226.78,C1381975492,1242226.78,0.0,C522493540,1079508.64,2321735.42,1
195,TRANSFER,2031464.82,C2095225701,2031464.82,0.0,C879181600,0.0,0.0,1
145,TRANSFER,150245.05,C1581441429,150245.05,0.0,C528739527,0.0,0.0,1
736,CASH_OUT,53315.31,C810591075,53315.31,0.0,C1614619549,0.0,53315.31,1
18,CASH_OUT,295664.18,C1446413189,295664.18,0.0,C185805228,10184336.54,10480000.72,1
311,TRANSFER,8589704.49,C1961162790,8589704.49,0.0,C111676219,0.0,0.0,1
670,TRANSFER,1001446.44,C1562259675,1001446.44,0.0,C1017072686,0.0,0.0,1
327,CASH_OUT,185238.61,C935134354,185238.61,0.0,C939313752,37287.36,222525.97,1
159,TRANSFER,224661.54,C412407665,224661.54,0.0,C158610955,0.0,0.0,1
180,TRANSFER,5363594.86,C2003297208,5363594.86,0.0,C747248533,0.0,0.0,1
695,CASH_OUT,1305754.09,C288815046,1305754.09,0.0,C1715910544,0.0,1305754.09,1
351,CASH_OUT,9772559.35,C1597398625,9772559.35,0.0,C1830194909,1968332.75,11740892.1,1
2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1
160,CASH_OUT,360749.76,C886662804,360749.76,0.0,C1391856645,468005.41,828755.18,1
562,CASH_OUT,203881.96,C1224520946,203881.96,0.0,C819353215,0.0,203881.96,1
253,TRANSFER,168622.3,C1044222858,168622.3,0.0,C2146789865,0.0,0.0,1
91,CASH_OUT,737285.03,C830817076,737285.03,0.0,C235145980,0.0,737285.03,1
409,CASH_OUT,9033760.73,C1698261280,9033760.73,0.0,C1997459124,208005.22,9241765.96,1
513,CASH_OUT,217506.28,C1899106071,217506.28,0.0,C1046276504,78480.8,295987.08,1
38,TRANSFER,90204.54,C151033820,90204.54,0.0,C1303889891,0.0,0.0,1
553,TRANSFER,1688761.08,C777851401,1688761.08,0.0,C1452777690,0.0,0.0,1
131,TRANSFER,124057.58,C1827233798,124057.58,0.0,C203519578,0.0,0.0,1
74,CASH_OUT,59127.34,C780368561,59127.34,0.0,C1227289239,17207.02,76334.36,1
208,CASH_OUT,917014.64,C1149539141,917014.64,0.0,C1847588004,81956.71,998971.35,1
443,TRANSFER,43159.0,C1373322164,43159.0,0.0,C159626180,0.0,0.0,1
157,CASH_OUT,1946687.34,C1573457195,1946687.34,0.0,C22390987,0.0,1946687.34,1
342,CASH_OUT,114308.2,C1976361494,114308.2,0.0,C1419412213,0.0,114308.2,1
585,TRANSFER,470325.08,C938594796,470325.08,0.0,C403817977,0.0,0.0,1
60,CASH_OUT,581421.85,C1175189548,581421.85,0.0,C340833561,407848.96,989270.81,1
401,CASH_OUT,4481768.26,C1705612559,4481768.26,0.0,C1077224856,345600.94,4827369.2,1
132,CASH_OUT,768520.15,C1376162995,768520.15,0.0,C471258515,218306.5,986826.65,1
625,TRANSFER,259103.16,C1860471678,259103.16,0.0,C949934281,0.0,0.0,1
391,TRANSFER,172362.84,C167183222,172362.84,0.0,C277647279,0.0,0.0,1
134,TRANSFER,2460110.25,C17491956,2460110.25,0.0,C983697974,0.0,0.0,1
608,CASH_OUT,353094.9,C2075568104,353094.9,0.0,C2027521141,9099.34,362194.24,1
495,CASH_OUT,197943.1,C1439806480,197943.1,0.0,C1102600880,0.0,197943.1,1
6,TRANSFER,85354.69,C558400671,85354.69,0.0,C527482085,0.0,0.0,1
344,CASH_OUT,2231580.5,C1202921665,2231580.5,0.0,C1366192319,499195.63,2730776.13,1
287,CASH_OUT,491847.47,C1237928863,491847.47,0.0,C571550397,114805.22,606652.69,1
359,TRANSFER,105733.45,C2118754392,105733.45,0.0,C650299335,0.0,0.0,1
263,CASH_OUT,61856.83,C2036267010,61856.83,0.0,C1427546569,0.0,61856.83,1
86,TRANSFER,372344.58,C466502993,372344.58,0.0,C1376830476,0.0,0.0,1
11,CASH_OUT,12461.0,C938980312,12461.0,0.0,C621014131,27964.11,40425.11,1
639,CASH_OUT,246250.77,C2080432617,246250.77,0.0,C1212610718,270734.08,516984.85,1
742,TRANSFER,54652.46,C1674778854,54652.46,0.0,C1930074465,0.0,0.0,1
698,CASH_OUT,748726.81,C714886527,748726.81,0.0,C522001237,36292626.28,37041353.09,1
464,TRANSFER,1027963.96,C2080701542,1027963.96,0.0,C446782589,0.0,0.0,1
561,TRANSFER,348983.86,C2059773310,348983.86,0.0,C1170744604,0.0,0.0,1
279,TRANSFER,231161.48,C2098770464,231161.48,0.0,C563164631,0.0,0.0,1
107,TRANSFER,204675.48,C399361899,204675.48,0.0,C1430251334,0.0,0.0,1
735,TRANSFER,444898.97,C317427363,444898.97,0.0,C1466075783,0.0,0.0,1
734,TRANSFER,23912.2,C1790385148,23912.2,0.0,C1671472479,0.0,0.0,1
116,CASH_OUT,2694857.26,C1699838041,2694857.26,0.0,C1076792770,573517.09,3268374.34,1
487,TRANSFER,609400.88,C1295000556,609400.88,0.0,C1061559557,0.0,0.0,1
298,CASH_OUT,488030.08,C1334025413,488030.08,0.0,C1576007778,64147.06,552177.14,1
723,CASH_OUT,72955.08,C1464408178,72955.08,0.0,C262328593,0.0,72955.08,1
712,TRANSFER,367207.98,C1594841264,367207.98,0.0,C388733782,0.0,0.0,1
461,CASH_OUT,830991.53,C307666203,830991.53,0.0,C1498742715,48795.65,879787.17,1
274,TRANSFER,982414.06,C837087174,982414.06,0.0,C2003416160,0.0,0.0,1
322,CASH_OUT,71329.73,C872768364,71329.73,0.0,C634479660,0.0,71329.73,1
549,TRANSFER,21662.5,C1776253219,21662.5,0.0,C1312022060,0.0,0.0,1
444,TRANSFER,10000000.0,C1295280435,23752520.6,13752520.6,C36989160,0.0,0.0,1
390,CASH_OUT,638693.49,C1168767749,638693.49,0.0,C557403398,328882.51,967576.0,1
